aid,tid,capacity,role,charid,impid,voice,epid,sid
Jim Belushi,198404077,cast,doctor,,,FALSE,19840407,9
Andy Breckman,198404077,cast,janitor,,,FALSE,19840407,9
Tim Kazurinsky,198404077,cast,Larry,,,FALSE,19840407,9
Frederick Koehler,198404077,cast,kid,,,FALSE,19840407,9
Gary Kroeger,198404077,cast,Kevin,,,FALSE,19840407,9
Michael Douglas,198404078,host,Mr. Sullivan,,,FALSE,19840407,9
Bob Christianson,198404078,cast,pianist,,,FALSE,19840407,9
Mary Gross,198404078,cast,applicant,,,FALSE,19840407,9
Tim Kazurinsky,198404078,cast,Mandleson,,,FALSE,19840407,9
Deniece Williams,198404079,music,,,,FALSE,19840407,9
Georg Wadenius,198404079,cast,,,,FALSE,19840407,9
Buddy Williams,198404079,cast,,,,FALSE,19840407,9
Julia Louis-Dreyfus,1984040710,cast,,,,FALSE,19840407,9
Michael Douglas,1984040711,host,,,,FALSE,19840407,9
Tim Kazurinsky,1984040711,cast,Wayne Huevos,169.0,,FALSE,19840407,9
Gary Kroeger,1984040711,cast,,,,FALSE,19840407,9
Robin Duke,1984040712,cast,Ike,170.0,,FALSE,19840407,9
Mary Gross,1984040712,cast,Irena,,,FALSE,19840407,9
Brad Hall,1984040712,cast,stranger,,,FALSE,19840407,9
Nate Herman,1984040712,cast,Kenny Loggins,,442.0,FALSE,19840407,9
Tim Kazurinsky,1984040712,cast,patron,,,FALSE,19840407,9
Gary Kroeger,1984040712,cast,Walter,164.0,,FALSE,19840407,9
Julia Louis-Dreyfus,1984040712,cast,Ariel,,,FALSE,19840407,9
Joe Piscopo,1984040712,cast,reverend,,,FALSE,19840407,9
Michael Douglas,1984040713,host,Mr. Burrows,,,FALSE,19840407,9
Robin Duke,1984040713,cast,Samantha Brooks,,,FALSE,19840407,9
Tim Kazurinsky,1984040713,cast,Dr. Brillstein,,,FALSE,19840407,9
Michael Douglas,1984040714,host,Kirk Douglas,,444.0,FALSE,19840407,9
Joe Dicso,1984040714,cast,director,,,FALSE,19840407,9
Robin Duke,1984040714,cast,Shelley Winters,,330.0,FALSE,19840407,9
Brad Hall,1984040714,cast,Walter Mondale,,445.0,FALSE,19840407,9
Nate Herman,1984040714,cast,announcer,,,TRUE,19840407,9
Tim Kazurinsky,1984040714,cast,Gary Hart,,443.0,FALSE,19840407,9
Joe Piscopo,1984040714,cast,Jesse Jackson,,400.0,FALSE,19840407,9
Jim Belushi,1984040715,cast,clerk,,,FALSE,19840407,9
Rob Riley,1984040715,cast,clerk,,,FALSE,19840407,9
Deniece Williams,1984040716,music,,,,FALSE,19840407,9
Georg Wadenius,1984040716,cast,,,,FALSE,19840407,9
Buddy Williams,1984040716,cast,,,,FALSE,19840407,9
Tim Kazurinsky,1984040717,cast,neighbor,,,FALSE,19840407,9
Joe Piscopo,1984040717,cast,announcer,,,TRUE,19840407,9
Ed Koch,198403171,cameo,,,,FALSE,19840317,9
Andy Breckman,198403171,cast,bartender,,,FALSE,19840317,9
Mary Gross,198403171,cast,Siobhan Cahill,156.0,,FALSE,19840317,9
Brad Hall,198403171,cast,patron,,,FALSE,19840317,9
Nate Herman,198403171,cast,patron,,,FALSE,19840317,9
Tim Kazurinsky,198403171,cast,Father Timothy Owens,155.0,,FALSE,19840317,9
Gary Kroeger,198403171,cast,patron,,,FALSE,19840317,9
Julia Louis-Dreyfus,198403171,cast,patron,,,FALSE,19840317,9
Andrew Smith,198403171,cast,patron,,,FALSE,19840317,9
Billy Crystal,198403172,host,,,,FALSE,19840317,9
Mary Gross,198403173,cast,Pee-Wee Herman,,429.0,FALSE,19840317,9
Joe Piscopo,198403173,cast,announcer,,,TRUE,19840317,9
Billy Crystal,198403174,host,Mr. York,,,FALSE,19840317,9
Jim Belushi,198403174,cast,Roger,,,FALSE,19840317,9
Robin Duke,198403174,cast,teacher,,,FALSE,19840317,9
Brad Hall,198403174,cast,student,,,FALSE,19840317,9
Tim Kazurinsky,198403174,cast,student,,,FALSE,19840317,9
Gary Kroeger,198403174,cast,student,,,FALSE,19840317,9
Julia Louis-Dreyfus,198403174,cast,student,,,FALSE,19840317,9
Clint Smith,198403174,cast,student,,,FALSE,19840317,9
Robin Duke,198403175,cast,Sonya Valoo,,,FALSE,19840317,9
Mary Gross,198403175,cast,Peshka,,,FALSE,19840317,9
Tim Kazurinsky,198403175,cast,Hans Valoo,,,FALSE,19840317,9
Eddie Murphy,198403175,cast,Mr. Brechman,,,FALSE,19840317,9
Joe Piscopo,198403175,cast,Dieter,,,FALSE,19840317,9
Billy Crystal,198403176,host,Sammy Davis Jr.,,435.0,FALSE,19840317,9
Julia Louis-Dreyfus,198403176,cast,"Ms. Mathers, secretary",,,TRUE,19840317,9
Joe Piscopo,198403176,cast,Ronald Reagan,,285.0,FALSE,19840317,9
Clint Smith,198403176,cast,George Rhodes,,434.0,FALSE,19840317,9
Tim Kazurinsky,198403177,cast,Havnagootiim Vishnuuerheer,153.0,,FALSE,19840317,9
Billy Crystal,198403178,host,Hervé Villechaize,,436.0,FALSE,19840317,9
Jim Belushi,198403178,cast,Fred Kaz,,,FALSE,19840317,9
Billy Crystal,198403179,host,Fernando Lamas,,437.0,FALSE,19840317,9
Robin Duke,198403179,cast,,,,FALSE,19840317,9
Gary Kroeger,198403179,cast,,,,FALSE,19840317,9
Jim Belushi,198403179,cast,,,,FALSE,19840317,9
Al Jarreau,1984031710,music,,,,FALSE,19840317,9
Billy Crystal,1984031711,host,John F. Kennedy,,440.0,FALSE,19840317,9
Jim Belushi,1984031711,cast,Babe Ruth,,438.0,FALSE,19840317,9
Brad Hall,1984031711,cast,George Washington,,,FALSE,19840317,9
Yvonne Hudson,1984031711,cast,slave,,,FALSE,19840317,9
Gary Kroeger,1984031711,cast,Charlie Chaplin,,439.0,FALSE,19840317,9
Joe Piscopo,1984031711,cast,St. Peter,,,FALSE,19840317,9
Robin Duke,1984031712,cast,announcer,,,TRUE,19840317,9
Mary Gross,1984031712,cast,Rita Caranary,,,FALSE,19840317,9
Julia Louis-Dreyfus,1984031712,cast,Rachel Schmiltstein,,,FALSE,19840317,9
Al Jarreau,1984031713,music,,,,FALSE,19840317,9
Billy Crystal,1984031714,host,,,,FALSE,19840317,9
Dave Wilson,1984031714,cast,,,,FALSE,19840317,9
Edwin Newman,198402251,host,,,,FALSE,19840225,9
Joe Dicso,198402251,cast,,,,FALSE,19840225,9
Eddie Murphy,198402251,cast,Dion,154.0,,FALSE,19840225,9
Joe Piscopo,198402251,cast,Blaire,158.0,,FALSE,19840225,9
Edwin Newman,198402252,host,,,,FALSE,19840225,9
Al Siegal,198402252,cast,,,,FALSE,19840225,9
Robin Williams,198402253,filmed,hockey player,,,FALSE,19840225,9
Joe Piscopo,198402253,cast,hockey player,,,FALSE,19840225,9
Eddie Murphy,198402254,cast,Jesse Jackson,,419.0,FALSE,19840225,9
Edwin Newman,198402255,host,,,,FALSE,19840225,9
Robin Duke,198402255,cast,caller,,,FALSE,19840225,9
Julia Louis-Dreyfus,198402255,cast,niece,,,FALSE,19840225,9
Edwin Newman,198402257,host,,,,FALSE,19840225,9
Brad Hall,198402257,cast,,,,FALSE,19840225,9
Tim Kazurinsky,198402257,cast,patron,,,FALSE,19840225,9
Gary Kroeger,198402257,cast,patron,,,FALSE,19840225,9
Julia Louis-Dreyfus,198402257,cast,Linda Ellerbee,,404.0,FALSE,19840225,9
Joe Piscopo,198402257,cast,Tom Snyder,,277.0,FALSE,19840225,9
Kool & The Gang,198402258,music,,,,FALSE,19840225,9
Edwin Newman,198402259,host,,,,FALSE,19840225,9
Eddie Murphy,198402259,cast,James Brown (I),,343.0,FALSE,19840225,9
Edwin Newman,1984022510,host,,,,FALSE,19840225,9
Jim Belushi,1984022510,cast,,,,FALSE,19840225,9
Mary Gross,1984022510,cast,,,,FALSE,19840225,9
Tim Kazurinsky,1984022510,cast,Worthington Clotman,165.0,,FALSE,19840225,9
Edwin Newman,1984022511,host,Kid Halpern,,,FALSE,19840225,9
Jim Belushi,1984022511,cast,cowboy,,,FALSE,19840225,9
Brad Hall,1984022511,cast,cowboy,,,FALSE,19840225,9
Gary Kroeger,1984022511,cast,cowboy,,,FALSE,19840225,9
Julia Louis-Dreyfus,1984022511,cast,cowgirl,,,FALSE,19840225,9
Kool & The Gang,1984022512,music,,,,FALSE,19840225,9
Edwin Newman,1984022513,host,Crazy Max,,,FALSE,19840225,9
Brad Hall,1984022513,cast,Little Rat,,,FALSE,19840225,9
Gary Kroeger,1984022513,cast,Charles Thorne,,,FALSE,19840225,9
Eddie Murphy,1984022514,cast,old man,,,FALSE,19840225,9
Joe Piscopo,1984022514,cast,old man,,,FALSE,19840225,9
Edwin Newman,1984022515,host,,,,FALSE,19840225,9
Jim Belushi,1984022515,cast,Leonard Kleinfeld,,,FALSE,19840225,9
Mary Gross,1984022515,cast,Joyce Sloan,,,FALSE,19840225,9
Tim Kazurinsky,1984022515,cast,George Millar,,,FALSE,19840225,9
Gary Kroeger,1984022515,cast,Tom Freund,,,FALSE,19840225,9
Harry Anderson,1984022516,guest,,,,FALSE,19840225,9
Robin Duke,1984022517,cast,Luba,,,FALSE,19840225,9
Mary Gross,1984022517,cast,Rosie,,,FALSE,19840225,9
Jim Belushi,198402181,cast,,,,FALSE,19840218,9
Jamie Lee Curtis,198402182,host,,,,FALSE,19840218,9
Eddie Murphy,198402182,cast,,,,FALSE,19840218,9
Jamie Lee Curtis,198402184,host,Sandy,,,FALSE,19840218,9
Jim Belushi,198402184,cast,Larry,,,FALSE,19840218,9
Andy Breckman,198402184,cast,guy in park,,,FALSE,19840218,9
Brad Hall,198402184,cast,police officer,,,FALSE,19840218,9
Tim Kazurinsky,198402184,cast,burglar,,,FALSE,19840218,9
Gary Kroeger,198402184,cast,police officer,,,FALSE,19840218,9
Robin Duke,198402185,cast,customer,,,FALSE,19840218,9
Mary Gross,198402185,cast,customer,,,FALSE,19840218,9
Brad Hall,198402185,cast,customer,,,FALSE,19840218,9
Tim Kazurinsky,198402185,cast,customer,,,FALSE,19840218,9
Gary Kroeger,198402185,cast,customer,,,FALSE,19840218,9
Julia Louis-Dreyfus,198402185,cast,customer,,,FALSE,19840218,9
Eddie Murphy,198402185,cast,Artie,,,FALSE,19840218,9
Joe Piscopo,198402185,cast,Jake,,,FALSE,19840218,9
James Pickens Jr.,198402186,filmed,guy,,,FALSE,19840218,9
Jamie Lee Curtis,198402187,host,,,,FALSE,19840218,9
Mary Gross,198402187,cast,waitress,,,FALSE,19840218,9
Brad Hall,198402187,cast,Mike Phillips,168.0,,FALSE,19840218,9
Tim Kazurinsky,198402187,cast,Myron,,,FALSE,19840218,9
Gary Kroeger,198402187,cast,Rory,167.0,,FALSE,19840218,9
Julia Louis-Dreyfus,198402187,cast,Becky,166.0,,FALSE,19840218,9
Jamie Lee Curtis,198402188,host,,,,FALSE,19840218,9
Julia Louis-Dreyfus,198402188,cast,,,,FALSE,19840218,9
Eddie Murphy,198402188,cast,,,,FALSE,19840218,9
Joel Hodgson,198402189,guest,,,,FALSE,19840218,9
Gary Kroeger,1984021810,cast,Chuck,,,FALSE,19840218,9
Joe Piscopo,1984021810,cast,Ronald Reagan,,285.0,FALSE,19840218,9
Joe Piscopo,1984021810,cast,NBC announcer,,,TRUE,19840218,9
Jamie Lee Curtis,1984021811,host,Layla,,,FALSE,19840218,9
Jim Belushi,1984021811,cast,actor,,,FALSE,19840218,9
Joe Piscopo,1984021811,cast,director,,,TRUE,19840218,9
The Fixx,1984021812,music,,,,FALSE,19840218,9
Joe Piscopo,1984021813,cast,,,,FALSE,19840218,9
Tim Kazurinsky,1984021813,cast,Wayne Huevos,169.0,,FALSE,19840218,9
Jamie Lee Curtis,1984021814,host,stewardess,,,FALSE,19840218,9
Jim Belushi,1984021814,cast,passenger,,,FALSE,19840218,9
Andy Breckman,1984021814,cast,passenger,,,FALSE,19840218,9
Robin Duke,1984021814,cast,passenger,,,FALSE,19840218,9
Clint Smith,1984021814,cast,passenger,,,FALSE,19840218,9
Jamie Lee Curtis,1984021815,host,,,,FALSE,19840218,9
Tim Kazurinsky,1984021815,cast,Don,,,FALSE,19840218,9
Gary Kroeger,1984021815,cast,Larry,,,FALSE,19840218,9
Robin Duke,1984021816,cast,Kathy Best,,432.0,FALSE,19840218,9
Brad Hall,1984021816,cast,Pete Best,,433.0,FALSE,19840218,9
Tim Kazurinsky,1984021816,cast,Ralph Withers,,,FALSE,19840218,9
Gary Kroeger,1984021816,cast,road manager,,,FALSE,19840218,9
The Fixx,1984021817,music,,,,FALSE,19840218,9
Eddie Murphy,1984021818,cast,Tyrone Green,126.0,,FALSE,19840218,9
Robin Williams,198402111,host,bobsledder,,,FALSE,19840211,9
Jim Belushi,198402111,cast,bobsledder,,,FALSE,19840211,9
Eddie Murphy,198402111,cast,bobsledder,,,FALSE,19840211,9
Joe Piscopo,198402111,cast,,,,FALSE,19840211,9
Robin Williams,198402112,host,,,,FALSE,19840211,9
Robin Williams,198402113,host,hockey player,,,FALSE,19840211,9
Joe Piscopo,198402113,cast,hockey player,,,FALSE,19840211,9
Eddie Murphy,198402114,cast,Clarence Walker,,,FALSE,19840211,9
Joe Piscopo,198402114,cast,Buzzy Free,,,FALSE,19840211,9
Robin Williams,198402115,host,Dr. Farrell Oakland,,,FALSE,19840211,9
Robin Duke,198402115,cast,owner,,,FALSE,19840211,9
Mary Gross,198402115,cast,owner,,,FALSE,19840211,9
Julia Louis-Dreyfus,198402115,cast,owner,,,FALSE,19840211,9
Don Pardo,198402115,cast,,,,FALSE,19840211,9
Tim Kazurinsky,198402116,cast,Mahatma Gandhi,,430.0,FALSE,19840211,9
Gary Kroeger,198402116,cast,Bandit,,,TRUE,19840211,9
Julia Louis-Dreyfus,198402116,cast,hitchhiker,,,FALSE,19840211,9
Joe Piscopo,198402116,cast,announcer,,,TRUE,19840211,9
Robin Williams,198402117,host,William F. Buckley,,431.0,FALSE,19840211,9
Eddie Murphy,198402117,cast,Dr. Phillip Holder,,,FALSE,19840211,9
Robin Williams,198402119,host,Rene,,,FALSE,19840211,9
Mary Gross,198402119,cast,neighbor,,,FALSE,19840211,9
Brad Hall,198402119,cast,Tim,,,FALSE,19840211,9
Gary Kroeger,198402119,cast,neighbor,,,FALSE,19840211,9
Julia Louis-Dreyfus,198402119,cast,Deborah,,,TRUE,19840211,9
Robin Williams,1984021110,host,Cody,,,FALSE,19840211,9
Robin Duke,1984021110,cast,baby,,,FALSE,19840211,9
Mary Gross,1984021110,cast,mother,,,TRUE,19840211,9
Tim Kazurinsky,1984021110,cast,baby,,,FALSE,19840211,9
Eddie Murphy,1984021110,cast,Otis,,,FALSE,19840211,9
Adam Ant,1984021111,music,,,,FALSE,19840211,9
Don Pardo,1984021112,cast,,,,FALSE,19840211,9
Robin Williams,1984021112,host,,,,FALSE,19840211,9
Brad Hall,1984021112,cast,,,,FALSE,19840211,9
Jim Belushi,1984021112,cast,Jesse Donnelly,160.0,,FALSE,19840211,9
Tim Kazurinsky,1984021112,cast,,,,FALSE,19840211,9
Robin Duke,1984021113,cast,Prunella,,,FALSE,19840211,9
Mary Gross,1984021113,cast,Ugly Sister Step,,,FALSE,19840211,9
Julia Louis-Dreyfus,1984021113,cast,Nina Blackwood,,426.0,FALSE,19840211,9
Robin Williams,1984021114,host,Biff,,,FALSE,19840211,9
Jim Belushi,1984021114,cast,Happy,,,FALSE,19840211,9
Mary Gross,1984021114,cast,patron,,,FALSE,19840211,9
Nate Herman,1984021114,cast,patron,,,FALSE,19840211,9
Gary Kroeger,1984021114,cast,bartender,,,FALSE,19840211,9
Julia Louis-Dreyfus,1984021114,cast,patron,,,FALSE,19840211,9
Adam Ant,1984021115,music,,,,FALSE,19840211,9
Paula Poundstone,1984021116,guest,,,,FALSE,19840211,9
Mary Gross,1984021117,cast,Patty Gordon,,,FALSE,19840211,9
Tim Kazurinsky,1984021117,cast,Dale Butterworth,,,FALSE,19840211,9
Julia Louis-Dreyfus,1984021117,cast,Deborah Scott,,,FALSE,19840211,9
Joe Piscopo,198401281,cast,Ronald Reagan,,285.0,FALSE,19840128,9
Don Rickles,198401282,host,,,,FALSE,19840128,9
Brandon Tartikoff,198401282,cameo,,,,FALSE,19840128,9
John Madden,198401282,cameo,,,,FALSE,19840128,9
Dave Wilson,198401282,cast,,,,FALSE,19840128,9
Stevie Wonder,198401283,filmed,,,,FALSE,19840128,9
Joe Piscopo,198401283,cast,John Newcombe,,391.0,FALSE,19840128,9
Joe Piscopo,198401283,cast,announcer,,,TRUE,19840128,9
Don Rickles,198401284,host,Jerry,,,FALSE,19840128,9
Tim Kazurinsky,198401284,cast,,,,FALSE,19840128,9
Robin Duke,198401285,cast,wife,,,FALSE,19840128,9
Brad Hall,198401285,cast,patron,,,FALSE,19840128,9
Tim Kazurinsky,198401285,cast,husband,,,FALSE,19840128,9
Gary Kroeger,198401285,cast,patron,,,FALSE,19840128,9
Julia Louis-Dreyfus,198401285,cast,patron,,,FALSE,19840128,9
Joe Piscopo,198401285,cast,Marvin Hamlisch,,428.0,FALSE,19840128,9
Dr. Joyce Brothers,198401286,cameo,,,,FALSE,19840128,9
Tim Kazurinsky,198401286,cast,Michael Nash,136.0,,FALSE,19840128,9
Eddie Murphy,198401286,cast,Lester Poncey,,,FALSE,19840128,9
Joe Piscopo,198401286,cast,announcer,,,TRUE,19840128,9
Don Rickles,198401287,host,Mr. Booty,,,FALSE,19840128,9
Jim Belushi,198401287,cast,officer,,,FALSE,19840128,9
Tim Kazurinsky,198401287,cast,Dr. Cole,,,FALSE,19840128,9
Joe Piscopo,198401287,cast,officer,,,FALSE,19840128,9
Billy Idol,198401288,music,,,,FALSE,19840128,9
Don Rickles,198401289,host,Friar Don,,,FALSE,19840128,9
Robin Duke,198401289,cast,Juliet's mother,,,FALSE,19840128,9
Mary Gross,198401289,cast,Romeo's mother,,,FALSE,19840128,9
Brad Hall,198401289,cast,Romeo's father,,,FALSE,19840128,9
Gary Kroeger,198401289,cast,Romeo,,,FALSE,19840128,9
Julia Louis-Dreyfus,198401289,cast,Juliet,,,FALSE,19840128,9
